i-index (unitless),j-index (unitless),X-value (cm),Y-value (cm),Longitude (deg),Latitude (deg),Observation in Radius (count),500mb Height Analysis (m),dmin (~2.55),dminScaler
16,2,21.44,14.02,278.1814,54.1765,3,5312.8899,2.5549,1.5
16,3,22.71,14.02,276.6891,52.7788,2,5389.1499,2.5549,1.5
16,4,23.98,14.02,275.3129,51.371,2,5461.0949,2.5549,1.5
16,5,25.25,14.02,274.0411,49.9563,2,5508.2039,2.5549,1.5
16,6,26.52,14.02,272.8635,48.5375,4,5532.1484,2.5549,1.5
16,7,27.79,14.02,271.7709,47.1172,5,5559.0588,2.5549,1.5
16,8,29.06,14.02,270.755,45.6976,4,5590.1893,2.5549,1.5
16,9,30.33,14.02,269.8087,44.2805,5,5615.1273,2.5549,1.5
16,10,31.6,14.02,268.9255,42.8677,6,5638.098,2.5549,1.5
16,11,32.87,14.02,268.0996,41.4607,9,5657.4478,2.5549,1.5
16,12,34.14,14.02,267.3261,40.0608,7,5670.6882,2.5549,1.5
16,13,35.41,14.02,266.6003,38.6693,10,5681.9151,2.5549,1.5
16,14,36.68,14.02,265.9181,37.2871,9,5685.9688,2.5549,1.5
16,15,37.95,14.02,265.2759,35.9153,11,5688.4024,2.5549,1.5
16,16,39.22,14.02,264.6705,34.5546,9,5691.324,2.5549,1.5
16,17,40.49,14.02,264.0988,33.2058,8,5701.6111,2.5549,1.5
16,18,41.76,14.02,263.5583,31.8694,6,5716.1412,2.5549,1.5
16,19,43.03,14.02,263.0466,30.5461,8,5751.7047,2.5549,1.5
16,20,44.3,14.02,262.5615,29.2364,7,5791.2901,2.5549,1.5
16,21,45.57,14.02,262.101,27.9406,5,5824.8242,2.5549,1.5
17,0,18.9,15.29,283.9727,55.8952,3,5185.1767,2.5549,1.5
17,1,20.17,15.29,282.1642,54.5785,3,5281.3246,2.5549,1.5
17,2,21.44,15.29,280.4947,53.241,2,5367.0034,2.5549,1.5
17,3,22.71,15.29,278.9513,51.8871,2,5425.1524,2.5549,1.5
17,4,23.98,15.29,277.5222,50.5206,1,5490.9984,2.5549,1.5
17,5,25.25,15.29,276.1968,49.1449,3,5528.505,2.5549,1.5
17,6,26.52,15.29,274.9654,47.7628,3,5545.8699,2.5549,1.5
17,7,27.79,15.29,273.8195,46.3772,3,5577.8854,2.5549,1.5
17,8,29.06,15.29,272.7512,44.9902,6,5605.8963,2.5549,1.5
17,9,30.33,15.29,271.7536,43.604,7,5634.403,2.5549,1.5
17,10,31.6,15.29,270.8205,42.2203,6,5657.801,2.5549,1.5
17,11,32.87,15.29,269.9462,40.8409,6,5678.1078,2.5549,1.5
17,12,34.14,15.29,269.1258,39.4671,8,5696.1463,2.5549,1.5
17,13,35.41,15.29,268.3546,38.1003,10,5711.6612,2.5549,1.5
17,14,36.68,15.29,267.6287,36.7415,8,5726.0964,2.5549,1.5
17,15,37.95,15.29,266.9444,35.3918,12,5734.5264,2.5549,1.5
17,16,39.22,15.29,266.2984,34.0522,11,5742.7236,2.5549,1.5
17,17,40.49,15.29,265.6877,32.7233,9,5753.6471,2.5549,1.5
17,18,41.76,15.29,265.1097,31.406,6,5768.8684,2.5549,1.5
17,19,43.03,15.29,264.5618,30.1007,6,5796.4391,2.5549,1.5
17,20,44.3,15.29,264.0419,28.8082,6,5836.4891,2.5549,1.5
17,21,45.57,15.29,263.548,27.5287,4,5866.6417,2.5549,1.5
18,0,18.9,16.56,286.2245,54.8171,3,5256.6636,2.5549,1.5
18,1,20.17,16.56,284.3867,53.5491,2,5350.2827,2.5549,1.5
18,2,21.44,16.56,282.6821,52.258,2,5411.628,2.5549,1.5
18,3,22.71,16.56,281.0993,50.9481,2,5467.4949,2.5549,1.5
18,4,23.98,16.56,279.628,49.6234,3,5516.8595,2.5549,1.5
18,5,25.25,16.56,278.2585,48.2872,3,5548.4556,2.5549,1.5
18,6,26.52,16.56,276.9821,46.9427,4,5572.2219,2.5549,1.5
18,7,27.79,16.56,275.7906,45.5925,3,5602.7307,2.5549,1.5
18,8,29.06,16.56,274.6769,44.2392,4,5627.2497,2.5549,1.5
18,9,30.33,16.56,273.6343,42.8849,7,5653.9368,2.5549,1.5
18,10,31.6,16.56,272.6568,41.5314,6,5678.3421,2.5549,1.5
18,11,32.87,16.56,271.7391,40.1806,8,5701.5787,2.5549,1.5
18,12,34.14,16.56,270.8762,38.834,7,5722.0461,2.5549,1.5
18,13,35.41,16.56,270.0638,37.493,8,5740.4394,2.5549,1.5
18,14,36.68,16.56,269.2979,36.1587,7,5757.0066,2.5549,1.5
18,15,37.95,16.56,268.5747,34.8323,8,5771.7405,2.5549,1.5
18,16,39.22,16.56,267.8911,33.5148,10,5783.8048,2.5549,1.5
18,17,40.49,16.56,267.2441,32.207,8,5794.7249,2.5549,1.5
18,18,41.76,16.56,266.6309,30.9096,8,5806.4741,2.5549,1.5
18,19,43.03,16.56,266.0491,29.6235,7,5826.18,2.5549,1.5
18,20,44.3,16.56,265.4965,28.3491,5,5859.2595,2.5549,1.5
18,21,45.57,16.56,264.971,27.0869,4,5888.6435,2.5549,1.5
19,0,18.9,17.83,288.3314,53.698,3,5313.9624,2.5549,1.5
19,1,20.17,17.83,286.4762,52.4779,2,5398.4076,2.5549,1.5
19,2,21.44,17.83,284.7477,51.2327,2,5456.9229,2.5549,1.5
19,3,22.71,17.83,283.1361,49.9667,3,5493.7758,2.5549,1.5
19,4,23.98,17.83,281.6321,48.6838,3,5535.9538,2.5549,1.5
19,5,25.25,17.83,280.2274,47.3875,4,5568.6695,2.5549,1.5
19,6,26.52,17.83,278.9138,46.081,4,5596.0317,2.5549,1.5
19,7,27.79,17.83,277.6841,44.7669,5,5623.3944,2.5549,1.5
19,8,29.06,17.83,276.5315,43.4479,7,5650.7557,2.5549,1.5
19,9,30.33,17.83,275.4499,42.1262,10,5674.7301,2.5549,1.5
19,10,31.6,17.83,274.4335,40.8038,8,5699.1309,2.5549,1.5
19,11,32.87,17.83,273.4772,39.4825,7,5722.3783,2.5549,1.5
19,12,34.14,17.83,272.5763,38.164,6,5742.186,2.5549,1.5
19,13,35.41,17.83,271.7266,36.8497,9,5762.8065,2.5549,1.5
19,14,36.68,17.83,270.9242,35.5408,7,5781.6847,2.5549,1.5
19,15,37.95,17.83,270.1655,34.2387,10,5796.7693,2.5549,1.5
19,16,39.22,17.83,269.4473,32.9442,8,5810.7624,2.5549,1.5
19,17,40.49,17.83,268.7666,31.6583,7,5820.2743,2.5549,1.5
19,18,41.76,17.83,268.1207,30.3819,5,5832.282,2.5549,1.5
19,19,43.03,17.83,267.5073,29.1157,5,5845.5879,2.5549,1.5
19,20,44.3,17.83,266.924,27.8604,4,5866.8506,2.5549,1.5
19,21,45.57,17.83,266.3687,26.6165,4,5907.0868,2.5549,1.5
20,0,18.9,19.1,290.3016,52.5434,2,5311.5942,2.5549,1.5
20,1,20.17,19.1,288.4392,51.3701,2,5395.3422,2.5549,1.5
20,2,21.44,19.1,286.6965,50.17,5,5477.8263,2.5549,1.5
20,3,22.71,19.1,285.0652,48.9475,3,5499.3763,2.5549,1.5
20,4,23.98,19.1,283.5372,47.7063,3,5549.2657,2.5549,1.5
20,5,25.25,19.1,282.1052,46.4499,4,5592.3182,2.5549,1.5
20,6,26.52,19.1,280.7619,45.1814,5,5619.415,2.5549,1.5
20,7,27.79,19.1,279.5006,43.9038,7,5645.3212,2.5549,1.5
20,8,29.06,19.1,278.3154,42.6196,7,5670.3312,2.5549,1.5
20,9,30.33,19.1,277.2002,41.3311,7,5694.2619,2.5549,1.5
20,10,31.6,19.1,276.15,40.0404,8,5717.4937,2.5549,1.5
20,11,32.87,19.1,275.1599,38.7493,7,5738.6731,2.5549,1.5
20,12,34.14,19.1,274.2253,37.4595,7,5759.8322,2.5549,1.5
20,13,35.41,19.1,273.3422,36.1727,6,5778.6473,2.5549,1.5
20,14,36.68,19.1,272.5069,34.89,7,5797.3447,2.5549,1.5
20,15,37.95,19.1,271.7158,33.6128,8,5816.3763,2.5549,1.5
20,16,39.22,19.1,270.9659,32.3422,11,5832.9533,2.5549,1.5
20,17,40.49,19.1,270.2543,31.0791,6,5844.2955,2.5549,1.5
20,18,41.76,19.1,269.5782,29.8245,5,5853.7831,2.5549,1.5
20,19,43.03,19.1,268.9353,28.579,3,5865.7731,2.5549,1.5
20,20,44.3,19.1,268.3233,27.3435,2,5879.2293,2.5549,1.5
20,21,45.57,19.1,267.7403,26.1186,0,5882.8888,2.5549,1.5
21,0,18.9,20.37,292.1438,51.3583,4,5293.1073,2.5549,1.5
21,1,20.17,20.37,290.2827,50.2306,3,5380.3171,2.5549,1.5
21,2,21.44,20.37,288.534,49.0747,4,5459.0895,2.5549,1.5
21,3,22.71,20.37,286.8909,47.8949,3,5521.6515,2.5549,1.5
21,4,23.98,20.37,285.3465,46.6949,5,5569.941,2.5549,1.5
21,5,25.25,20.37,283.8943,45.4782,6,5615.0374,2.5549,1.5
21,6,26.52,20.37,282.5279,44.2478,8,5639.7707,2.5549,1.5
21,7,27.79,20.37,281.2413,43.0068,8,5663.2235,2.5549,1.5
21,8,29.06,20.37,280.0291,41.7575,8,5687.1091,2.5549,1.5
21,9,30.33,20.37,278.8858,40.5025,7,5710.4806,2.5549,1.5
21,10,31.6,20.37,277.8066,39.2439,8,5733.0877,2.5549,1.5
21,11,32.87,20.37,276.7871,37.9834,6,5754.3084,2.5549,1.5
21,12,34.14,20.37,275.8229,36.723,6,5773.6786,2.5549,1.5
21,13,35.41,20.37,274.9101,35.4642,6,5791.0554,2.5549,1.5
21,14,36.68,20.37,274.0453,34.2084,6,5809.2541,2.5549,1.5
21,15,37.95,20.37,273.2251,32.9568,7,5827.933,2.5549,1.5
21,16,39.22,20.37,272.4464,31.7107,5,5845.0527,2.5549,1.5
21,17,40.49,20.37,271.7064,30.4711,4,5859.7332,2.5549,1.5
21,18,41.76,20.37,271.0025,29.2389,3,5870.7531,2.5549,1.5
21,19,43.03,20.37,270.3324,28.0149,2,5879.4808,2.5549,1.5
21,20,44.3,20.37,269.6939,26.7999,1,5889.4863,2.5549,1.5
21,21,45.57,20.37,269.0849,25.5946,0,5895.788,2.5549,1.5
22,0,18.9,21.64,293.8666,50.1474,3,5312.0364,2.5549,1.5
22,1,20.17,21.64,292.0136,49.0638,2,5395.1409,2.5549,1.5
22,2,21.44,21.64,290.266,47.9511,4,5480.0276,2.5549,1.5
22,3,22.71,21.64,288.6179,46.8131,6,5543.7924,2.5549,1.5
22,4,23.98,21.64,287.0637,45.6537,6,5590.9774,2.5549,1.5
22,5,25.25,21.64,285.5976,44.4761,7,5628.7062,2.5549,1.5
22,6,26.52,21.64,284.214,43.2836,10,5655.7989,2.5549,1.5
22,7,27.79,21.64,282.9078,42.0789,9,5679.6576,2.5549,1.5
22,8,29.06,21.64,281.6738,40.8648,10,5701.0578,2.5549,1.5
22,9,30.33,21.64,280.5073,39.6434,9,5722.8429,2.5549,1.5
22,10,31.6,21.64,279.4037,38.417,7,5745.6183,2.5549,1.5
22,11,32.87,21.64,278.359,37.1876,7,5765.2076,2.5549,1.5
22,12,34.14,21.64,277.369,35.9569,7,5784.4188,2.5549,1.5
22,13,35.41,21.64,276.4302,34.7266,6,5802.3503,2.5549,1.5
22,14,36.68,21.64,275.5392,33.498,7,5819.5854,2.5549,1.5
22,15,37.95,21.64,274.6928,32.2727,7,5834.1627,2.5549,1.5
22,16,39.22,21.64,273.8881,31.0516,7,5850.104,2.5549,1.5
22,17,40.49,21.64,273.1224,29.836,5,5866.5503,2.5549,1.5
22,18,41.76,21.64,272.3932,28.6268,2,5876.6427,2.5549,1.5
22,19,43.03,21.64,271.698,27.4249,1,5888.2215,2.5549,1.5
22,20,44.3,21.64,271.0349,26.231,1,5897.3818,2.5549,1.5
22,21,45.57,21.64,270.4018,25.046,0,5898.7209,2.5549,1.5
23,0,18.9,22.91,295.4785,48.9149,3,5336.0272,2.5549,1.5
23,1,20.17,22.91,293.6393,47.874,3,5422.7405,2.5549,1.5
23,2,21.44,22.91,291.8984,46.803,4,5500.2594,2.5549,1.5
23,3,22.71,22.91,290.2512,45.7059,6,5556.3917,2.5549,1.5
23,4,23.98,22.91,288.6928,44.5862,8,5599.3409,2.5549,1.5
23,5,25.25,22.91,287.2183,43.4472,7,5635.5598,2.5549,1.5
23,6,26.52,22.91,285.823,42.2921,9,5663.3944,2.5549,1.5
23,7,27.79,22.91,284.5021,41.1236,9,5688.3973,2.5549,1.5
23,8,29.06,22.91,283.2511,39.9443,9,5709.905,2.5549,1.5
23,9,30.33,22.91,282.0659,38.7566,9,5731.555,2.5549,1.5
23,10,31.6,22.91,280.9421,37.5626,8,5753.2845,2.5549,1.5
23,11,32.87,22.91,279.876,36.3643,9,5773.1315,2.5549,1.5
23,12,34.14,22.91,278.864,35.1635,6,5792.1365,2.5549,1.5
23,13,35.41,22.91,277.9026,33.962,9,5808.386,2.5549,1.5
23,14,36.68,22.91,276.9885,32.7611,7,5824.6723,2.5549,1.5
23,15,37.95,22.91,276.1189,31.5623,7,5838.8704,2.5549,1.5
23,16,39.22,22.91,275.2909,30.3667,6,5851.515,2.5549,1.5
23,17,40.49,22.91,274.502,29.1756,5,5863.5616,2.5549,1.5
23,18,41.76,22.91,273.7497,27.9898,3,5874.3324,2.5549,1.5
23,19,43.03,22.91,273.0317,26.8105,0,5876.226,2.5549,1.5
23,20,44.3,22.91,272.346,25.6383,0,5881.5647,2.5549,1.5
23,21,45.57,22.91,271.6906,24.474,0,5887.7159,2.5549,1.5
24,0,18.9,24.18,296.9875,47.6646,5,5359.9917,2.5549,1.5
24,1,20.17,24.18,295.1665,46.6647,6,5447.5998,2.5549,1.5
24,2,21.44,24.18,293.4371,45.6342,5,5512.1845,2.5549,1.5
24,3,22.71,24.18,291.7956,44.5768,5,5560.764,2.5549,1.5
24,4,23.98,24.18,290.2379,43.4959,7,5602.5411,2.5549,1.5
24,5,25.25,24.18,288.7599,42.3948,6,5638.6172,2.5549,1.5
24,6,26.52,24.18,287.3575,41.2765,7,5667.483,2.5549,1.5
24,7,27.79,24.18,286.0264,40.1437,8,5693.6111,2.5549,1.5
24,8,29.06,24.18,284.7629,38.999,9,5716.7173,2.5549,1.5
24,9,30.33,24.18,283.5629,37.8447,8,5737.199,2.5549,1.5
24,10,31.6,24.18,282.4229,36.683,8,5758.9069,2.5549,1.5
24,11,32.87,24.18,281.3391,35.5159,6,5779.3181,2.5549,1.5
24,12,34.14,24.18,280.3084,34.3452,6,5798.6258,2.5549,1.5
24,13,35.41,24.18,279.3275,33.1726,9,5812.7855,2.5549,1.5
24,14,36.68,24.18,278.3935,31.9996,7,5826.968,2.5549,1.5
24,15,37.95,24.18,277.5034,30.8276,7,5841.8019,2.5549,1.5
24,16,39.22,24.18,276.6548,29.6578,6,5854.4707,2.5549,1.5
24,17,40.49,24.18,275.845,28.4915,4,5865.004,2.5549,1.5
24,18,41.76,24.18,275.0718,27.3297,2,5873.9044,2.5549,1.5
24,19,43.03,24.18,274.3331,26.1732,2,5874.5519,2.5549,1.5
24,20,44.3,24.18,273.6268,25.0231,0,5887.7248,2.5549,1.5
24,21,45.57,24.18,272.951,23.88,0,5885.6199,2.5549,1.5
25,0,18.9,25.45,298.4012,46.3999,4,5400.163,2.5549,1.5
25,1,20.17,25.45,296.602,45.4394,4,5478.8184,2.5549,1.5
25,2,21.44,25.45,294.888,44.448,5,5521.5503,2.5549,1.5
25,3,22.71,25.45,293.2563,43.4291,5,5562.5171,2.5549,1.5
25,4,23.98,25.45,291.7034,42.386,6,5604.478,2.5549,1.5
25,5,25.25,25.45,290.226,41.322,6,5638.6432,2.5549,1.5
25,6,26.52,25.45,288.8205,40.2398,6,5667.8527,2.5549,1.5
25,7,27.79,25.45,287.4834,39.1422,5,5692.645,2.5549,1.5
25,8,29.06,25.45,286.211,38.0316,4,5717.6438,2.5549,1.5
25,9,30.33,25.45,285.0001,36.9105,6,5740.5438,2.5549,1.5
25,10,31.6,25.45,283.8473,35.7809,6,5763.8891,2.5549,1.5
25,11,32.87,25.45,282.7493,34.6449,6,5784.2725,2.5549,1.5
25,12,34.14,25.45,281.7031,33.5042,5,5804.6735,2.5549,1.5
25,13,35.41,25.45,280.7057,32.3606,5,5817.9053,2.5549,1.5
25,14,36.68,25.45,279.7544,31.2156,6,5832.413,2.5549,1.5
25,15,37.95,25.45,278.8466,30.0706,5,5846.4396,2.5549,1.5
25,16,39.22,25.45,277.9797,28.9268,6,5859.906,2.5549,1.5
25,17,40.49,25.45,277.1514,27.7856,8,5869.4786,2.5549,1.5
25,18,41.76,25.45,276.3596,26.6479,7,5875.6451,2.5549,1.5
25,19,43.03,25.45,275.6021,25.5147,4,5879.1867,2.5549,1.5
25,20,44.3,25.45,274.877,24.3869,2,5880.9765,2.5549,1.5
25,21,45.57,25.45,274.1825,23.2653,0,5896.4198,2.5549,1.5
26,0,18.9,26.72,299.7269,45.1239,3,5441.1604,2.5549,1.5
26,1,20.17,26.72,297.9521,44.2012,2,5497.5027,2.5549,1.5
26,2,21.44,26.72,296.2566,43.2475,3,5533.959,2.5549,1.5
26,3,22.71,26.72,294.638,42.2658,4,5567.325,2.5549,1.5
26,4,23.98,26.72,293.0934,41.2595,5,5601.6892,2.5549,1.5
26,5,25.25,26.72,291.6202,40.2316,5,5634.3047,2.5549,1.5
26,6,26.52,26.72,290.2152,39.1847,3,5665.3135,2.5549,1.5
26,7,27.79,26.72,288.8755,38.1216,3,5688.7396,2.5549,1.5
26,8,29.06,26.72,287.5978,37.0447,4,5717.14,2.5549,1.5
26,9,30.33,26.72,286.3793,35.9564,3,5741.537,2.5549,1.5
26,10,31.6,26.72,285.2168,34.8586,3,5766.8563,2.5549,1.5
26,11,32.87,26.72,284.1076,33.7535,4,5788.5501,2.5549,1.5
26,12,34.14,26.72,283.0489,32.6427,3,5807.5178,2.5549,1.5
26,13,35.41,26.72,282.0378,31.528,4,5825.2412,2.5549,1.5
26,14,36.68,26.72,281.0719,30.411,4,5838.3471,2.5549,1.5
26,15,37.95,26.72,280.1488,29.293,7,5854.1299,2.5549,1.5
26,16,39.22,26.72,279.266,28.1754,8,5868.5702,2.5549,1.5
26,17,40.49,26.72,278.4215,27.0594,7,5876.7374,2.5549,1.5
26,18,41.76,26.72,277.613,25.946,5,5882.8673,2.5549,1.5
26,19,43.03,26.72,276.8387,24.8363,5,5886.0493,2.5549,1.5
26,20,44.3,26.72,276.0967,23.7312,2,5886.3646,2.5549,1.5
26,21,45.57,26.72,275.3853,22.6315,2,5889.8307,2.5549,1.5
27,0,18.9,27.99,300.9712,43.8394,2,5477.4507,2.5549,1.5
27,1,20.17,27.99,299.2229,42.953,2,5513.8655,2.5549,1.5
27,2,21.44,27.99,297.5483,42.0354,2,5546.5133,2.5549,1.5
27,3,22.71,27.99,295.9455,41.0898,3,5570.1588,2.5549,1.5
27,4,23.98,27.99,294.4122,40.1191,2,5594.4056,2.5549,1.5
27,5,25.25,27.99,292.9461,39.1263,1,5626.4673,2.5549,1.5
27,6,26.52,27.99,291.5448,38.1139,2,5655.6527,2.5549,1.5
27,7,27.79,27.99,290.2054,37.0846,1,5683.5808,2.5549,1.5
27,8,29.06,27.99,288.9255,36.0408,1,5712.6934,2.5549,1.5
27,9,30.33,27.99,287.7023,34.9847,2,5739.7815,2.5549,1.5
27,10,31.6,27.99,286.5332,33.9184,2,5768.5048,2.5549,1.5
27,11,32.87,27.99,285.4156,32.8438,1,5793.9338,2.5549,1.5
27,12,34.14,27.99,284.3469,31.7628,2,5813.9578,2.5549,1.5
27,13,35.41,27.99,283.3248,30.6769,2,5830.6322,2.5549,1.5
27,14,36.68,27.99,282.3468,29.5878,3,5845.987,2.5549,1.5
27,15,37.95,27.99,281.4106,28.4968,5,5865.9254,2.5549,1.5
27,16,39.22,27.99,280.5142,27.4054,7,5877.8407,2.5549,1.5
27,17,40.49,27.99,279.6554,26.3147,6,5884.9651,2.5549,1.5
27,18,41.76,27.99,278.8323,25.2257,5,5889.1825,2.5549,1.5
27,19,43.03,27.99,278.0431,24.1396,5,5891.7402,2.5549,1.5
27,20,44.3,27.99,277.2859,23.0573,4,5892.018,2.5549,1.5
27,21,45.57,27.99,276.5591,21.9796,2,5892.9955,2.5549,1.5
