i-index (unitless),j-index (unitless),X-value (cm),Y-value (cm),Longitude (deg),Latitude (deg),Observation in Radius (count),500mb Height Analysis (m),dmin (~2.55),dminScaler
17,0,18.9,15.29,283.9727,55.8952,18,5319.5423,2.5549,4
17,1,20.17,15.29,282.1642,54.5785,20,5371.1313,2.5549,4
17,2,21.44,15.29,280.4947,53.241,22,5421.7148,2.5549,4
17,3,22.71,15.29,278.9513,51.8871,28,5474.6576,2.5549,4
17,4,23.98,15.29,277.5222,50.5206,30,5523.9353,2.5549,4
17,5,25.25,15.29,276.1968,49.1449,32,5561.8592,2.5549,4
17,6,26.52,15.29,274.9654,47.7628,37,5592.7292,2.5549,4
17,7,27.79,15.29,273.8195,46.3772,39,5618.3684,2.5549,4
17,8,29.06,15.29,272.7512,44.9902,41,5634.6081,2.5549,4
17,9,30.33,15.29,271.7536,43.604,43,5646.4558,2.5549,4
17,10,31.6,15.29,270.8205,42.2203,48,5657.0502,2.5549,4
17,11,32.87,15.29,269.9462,40.8409,50,5666.4999,2.5549,4
17,12,34.14,15.29,269.1258,39.4671,47,5675.5182,2.5549,4
17,13,35.41,15.29,268.3546,38.1003,48,5682.9328,2.5549,4
17,14,36.68,15.29,267.6287,36.7415,51,5691.4778,2.5549,4
17,15,37.95,15.29,266.9444,35.3918,49,5699.5067,2.5549,4
17,16,39.22,15.29,266.2984,34.0522,45,5707.0956,2.5549,4
17,17,40.49,15.29,265.6877,32.7233,39,5713.7375,2.5549,4
17,18,41.76,15.29,265.1097,31.406,36,5721.1007,2.5549,4
17,19,43.03,15.29,264.5618,30.1007,31,5728.4765,2.5549,4
17,20,44.3,15.29,264.0419,28.8082,29,5734.5896,2.5549,4
17,21,45.57,15.29,263.548,27.5287,23,5744.4743,2.5549,4
18,0,18.9,16.56,286.2245,54.8171,18,5350.6422,2.5549,4
18,1,20.17,16.56,284.3867,53.5491,22,5398.8582,2.5549,4
18,2,21.44,16.56,282.6821,52.258,25,5450.9376,2.5549,4
18,3,22.71,16.56,281.0993,50.9481,28,5501.0376,2.5549,4
18,4,23.98,16.56,279.628,49.6234,32,5546.4496,2.5549,4
18,5,25.25,16.56,278.2585,48.2872,34,5583.005,2.5549,4
18,6,26.52,16.56,276.9821,46.9427,37,5611.7958,2.5549,4
18,7,27.79,16.56,275.7906,45.5925,36,5634.2308,2.5549,4
18,8,29.06,16.56,274.6769,44.2392,41,5651.8494,2.5549,4
18,9,30.33,16.56,273.6343,42.8849,46,5665.3599,2.5549,4
18,10,31.6,16.56,272.6568,41.5314,49,5677.4497,2.5549,4
18,11,32.87,16.56,271.7391,40.1806,53,5690.189,2.5549,4
18,12,34.14,16.56,270.8762,38.834,50,5700.9359,2.5549,4
18,13,35.41,16.56,270.0638,37.493,50,5708.9728,2.5549,4
18,14,36.68,16.56,269.2979,36.1587,51,5717.1204,2.5549,4
18,15,37.95,16.56,268.5747,34.8323,47,5724.5425,2.5549,4
18,16,39.22,16.56,267.8911,33.5148,43,5731.6713,2.5549,4
18,17,40.49,16.56,267.2441,32.207,38,5737.5297,2.5549,4
18,18,41.76,16.56,266.6309,30.9096,34,5742.9608,2.5549,4
18,19,43.03,16.56,266.0491,29.6235,32,5748.0718,2.5549,4
18,20,44.3,16.56,265.4965,28.3491,28,5753.2255,2.5549,4
18,21,45.57,16.56,264.971,27.0869,23,5761.4835,2.5549,4
19,0,18.9,17.83,288.3314,53.698,20,5380.4403,2.5549,4
19,1,20.17,17.83,286.4762,52.4779,23,5426.6545,2.5549,4
19,2,21.44,17.83,284.7477,51.2327,27,5476.5192,2.5549,4
19,3,22.71,17.83,283.1361,49.9667,29,5521.4983,2.5549,4
19,4,23.98,17.83,281.6321,48.6838,30,5564.4083,2.5549,4
19,5,25.25,17.83,280.2274,47.3875,30,5598.3059,2.5549,4
19,6,26.52,17.83,278.9138,46.081,34,5624.0289,2.5549,4
19,7,27.79,17.83,277.6841,44.7669,39,5645.556,2.5549,4
19,8,29.06,17.83,276.5315,43.4479,40,5664.871,2.5549,4
19,9,30.33,17.83,275.4499,42.1262,41,5680.2226,2.5549,4
19,10,31.6,17.83,274.4335,40.8038,49,5694.9495,2.5549,4
19,11,32.87,17.83,273.4772,39.4825,48,5709.0949,2.5549,4
19,12,34.14,17.83,272.5763,38.164,47,5720.1332,2.5549,4
19,13,35.41,17.83,271.7266,36.8497,45,5729.2495,2.5549,4
19,14,36.68,17.83,270.9242,35.5408,46,5737.5347,2.5549,4
19,15,37.95,17.83,270.1655,34.2387,45,5744.6404,2.5549,4
19,16,39.22,17.83,269.4473,32.9442,43,5751.239,2.5549,4
19,17,40.49,17.83,268.7666,31.6583,37,5756.2519,2.5549,4
19,18,41.76,17.83,268.1207,30.3819,36,5761.2146,2.5549,4
19,19,43.03,17.83,267.5073,29.1157,32,5766.3431,2.5549,4
19,20,44.3,17.83,266.924,27.8604,29,5771.9272,2.5549,4
19,21,45.57,17.83,266.3687,26.6165,24,5777.5077,2.5549,4
20,0,18.9,19.1,290.3016,52.5434,20,5408.095,2.5549,4
20,1,20.17,19.1,288.4392,51.3701,23,5450.5806,2.5549,4
20,2,21.44,19.1,286.6965,50.17,25,5496.3873,2.5549,4
20,3,22.71,19.1,285.0652,48.9475,28,5536.9491,2.5549,4
20,4,23.98,19.1,283.5372,47.7063,33,5576.187,2.5549,4
20,5,25.25,19.1,282.1052,46.4499,32,5610.909,2.5549,4
20,6,26.52,19.1,280.7619,45.1814,30,5634.413,2.5549,4
20,7,27.79,19.1,279.5006,43.9038,37,5655.1956,2.5549,4
20,8,29.06,19.1,278.3154,42.6196,40,5674.4878,2.5549,4
20,9,30.33,19.1,277.2002,41.3311,42,5691.7329,2.5549,4
20,10,31.6,19.1,276.15,40.0404,46,5708.2199,2.5549,4
20,11,32.87,19.1,275.1599,38.7493,48,5722.848,2.5549,4
20,12,34.14,19.1,274.2253,37.4595,46,5734.7566,2.5549,4
20,13,35.41,19.1,273.3422,36.1727,43,5744.5804,2.5549,4
20,14,36.68,19.1,272.5069,34.89,44,5753.601,2.5549,4
20,15,37.95,19.1,271.7158,33.6128,47,5763.0947,2.5549,4
20,16,39.22,19.1,270.9659,32.3422,46,5771.1734,2.5549,4
20,17,40.49,19.1,270.2543,31.0791,42,5777.5123,2.5549,4
20,18,41.76,19.1,269.5782,29.8245,38,5783.6793,2.5549,4
20,19,43.03,19.1,268.9353,28.579,33,5788.9314,2.5549,4
20,20,44.3,19.1,268.3233,27.3435,28,5791.3781,2.5549,4
20,21,45.57,19.1,267.7403,26.1186,28,5795.7099,2.5549,4
21,0,18.9,20.37,292.1438,51.3583,19,5431.1405,2.5549,4
21,1,20.17,20.37,290.2827,50.2306,24,5470.5136,2.5549,4
21,2,21.44,20.37,288.534,49.0747,25,5511.7489,2.5549,4
21,3,22.71,20.37,286.8909,47.8949,27,5550.0334,2.5549,4
21,4,23.98,20.37,285.3465,46.6949,33,5586.3775,2.5549,4
21,5,25.25,20.37,283.8943,45.4782,33,5620.2799,2.5549,4
21,6,26.52,20.37,282.5279,44.2478,32,5642.1311,2.5549,4
21,7,27.79,20.37,281.2413,43.0068,34,5663.0108,2.5549,4
21,8,29.06,20.37,280.0291,41.7575,40,5682.962,2.5549,4
21,9,30.33,20.37,278.8858,40.5025,42,5701.0787,2.5549,4
21,10,31.6,20.37,277.8066,39.2439,42,5717.5575,2.5549,4
21,11,32.87,20.37,276.7871,37.9834,44,5732.5943,2.5549,4
21,12,34.14,20.37,275.8229,36.723,44,5745.6666,2.5549,4
21,13,35.41,20.37,274.9101,35.4642,43,5757.4572,2.5549,4
21,14,36.68,20.37,274.0453,34.2084,42,5769.2733,2.5549,4
21,15,37.95,20.37,273.2251,32.9568,43,5779.985,2.5549,4
21,16,39.22,20.37,272.4464,31.7107,41,5789.6085,2.5549,4
21,17,40.49,20.37,271.7064,30.4711,38,5797.7346,2.5549,4
21,18,41.76,20.37,271.0025,29.2389,36,5804.2019,2.5549,4
21,19,43.03,20.37,270.3324,28.0149,29,5808.1718,2.5549,4
21,20,44.3,20.37,269.6939,26.7999,29,5811.3252,2.5549,4
21,21,45.57,20.37,269.0849,25.5946,26,5815.9619,2.5549,4
22,0,18.9,21.64,293.8666,50.1474,18,5450.7137,2.5549,4
22,1,20.17,21.64,292.0136,49.0638,23,5484.9212,2.5549,4
22,2,21.44,21.64,290.266,47.9511,23,5524.2991,2.5549,4
22,3,22.71,21.64,288.6179,46.8131,26,5560.7564,2.5549,4
22,4,23.98,21.64,287.0637,45.6537,29,5596.4693,2.5549,4
22,5,25.25,21.64,285.5976,44.4761,30,5624.8174,2.5549,4
22,6,26.52,21.64,284.214,43.2836,30,5648.0084,2.5549,4
22,7,27.79,21.64,282.9078,42.0789,32,5669.5658,2.5549,4
22,8,29.06,21.64,281.6738,40.8648,34,5689.5401,2.5549,4
22,9,30.33,21.64,280.5073,39.6434,37,5707.3994,2.5549,4
22,10,31.6,21.64,279.4037,38.417,40,5725.1999,2.5549,4
22,11,32.87,21.64,278.359,37.1876,41,5740.1068,2.5549,4
22,12,34.14,21.64,277.369,35.9569,43,5756.363,2.5549,4
22,13,35.41,21.64,276.4302,34.7266,45,5771.1967,2.5549,4
22,14,36.68,21.64,275.5392,33.498,43,5784.3159,2.5549,4
22,15,37.95,21.64,274.6928,32.2727,39,5795.0489,2.5549,4
22,16,39.22,21.64,273.8881,31.0516,39,5804.8663,2.5549,4
22,17,40.49,21.64,273.1224,29.836,33,5813.9869,2.5549,4
22,18,41.76,21.64,272.3932,28.6268,31,5820.5415,2.5549,4
22,19,43.03,21.64,271.698,27.4249,27,5825.7334,2.5549,4
22,20,44.3,21.64,271.0349,26.231,25,5829.5812,2.5549,4
22,21,45.57,21.64,270.4018,25.046,23,5833.5093,2.5549,4
23,0,18.9,22.91,295.4785,48.9149,18,5464.6514,2.5549,4
23,1,20.17,22.91,293.6393,47.874,22,5497.3726,2.5549,4
23,2,21.44,22.91,291.8984,46.803,23,5534.7574,2.5549,4
23,3,22.71,22.91,290.2512,45.7059,24,5568.0529,2.5549,4
23,4,23.98,22.91,288.6928,44.5862,26,5600.7023,2.5549,4
23,5,25.25,22.91,287.2183,43.4472,27,5627.4496,2.5549,4
23,6,26.52,22.91,285.823,42.2921,30,5651.0327,2.5549,4
23,7,27.79,22.91,284.5021,41.1236,31,5672.8719,2.5549,4
23,8,29.06,22.91,283.2511,39.9443,32,5693.5805,2.5549,4
23,9,30.33,22.91,282.0659,38.7566,31,5711.5063,2.5549,4
23,10,31.6,22.91,280.9421,37.5626,36,5729.7264,2.5549,4
23,11,32.87,22.91,279.876,36.3643,37,5747.1335,2.5549,4
23,12,34.14,22.91,278.864,35.1635,42,5765.5588,2.5549,4
23,13,35.41,22.91,277.9026,33.962,39,5782.6677,2.5549,4
23,14,36.68,22.91,276.9885,32.7611,35,5797.3709,2.5549,4
23,15,37.95,22.91,276.1189,31.5623,34,5808.6206,2.5549,4
23,16,39.22,22.91,275.2909,30.3667,32,5818.5433,2.5549,4
23,17,40.49,22.91,274.502,29.1756,29,5827.0785,2.5549,4
23,18,41.76,22.91,273.7497,27.9898,28,5832.8586,2.5549,4
23,19,43.03,22.91,273.0317,26.8105,25,5837.5551,2.5549,4
23,20,44.3,22.91,272.346,25.6383,24,5842.0514,2.5549,4
23,21,45.57,22.91,271.6906,24.474,20,5847.759,2.5549,4
24,0,18.9,24.18,296.9875,47.6646,16,5476.2312,2.5549,4
24,1,20.17,24.18,295.1665,46.6647,19,5506.0145,2.5549,4
24,2,21.44,24.18,293.4371,45.6342,22,5540.4545,2.5549,4
24,3,22.71,24.18,291.7956,44.5768,23,5572.1427,2.5549,4
24,4,23.98,24.18,290.2379,43.4959,26,5603.0857,2.5549,4
24,5,25.25,24.18,288.7599,42.3948,27,5630.229,2.5549,4
24,6,26.52,24.18,287.3575,41.2765,28,5653.5012,2.5549,4
24,7,27.79,24.18,286.0264,40.1437,31,5674.6318,2.5549,4
24,8,29.06,24.18,284.7629,38.999,31,5696.3341,2.5549,4
24,9,30.33,24.18,283.5629,37.8447,33,5714.4542,2.5549,4
24,10,31.6,24.18,282.4229,36.683,35,5734.0208,2.5549,4
24,11,32.87,24.18,281.3391,35.5159,36,5753.9747,2.5549,4
24,12,34.14,24.18,280.3084,34.3452,38,5774.6061,2.5549,4
24,13,35.41,24.18,279.3275,33.1726,38,5792.3539,2.5549,4
24,14,36.68,24.18,278.3935,31.9996,34,5806.7317,2.5549,4
24,15,37.95,24.18,277.5034,30.8276,31,5818.5378,2.5549,4
24,16,39.22,24.18,276.6548,29.6578,30,5828.7246,2.5549,4
24,17,40.49,24.18,275.845,28.4915,24,5836.9771,2.5549,4
24,18,41.76,24.18,275.0718,27.3297,23,5842.8732,2.5549,4
24,19,43.03,24.18,274.3331,26.1732,24,5848.7241,2.5549,4
24,20,44.3,24.18,273.6268,25.0231,22,5854.395,2.5549,4
24,21,45.57,24.18,272.951,23.88,18,5858.5028,2.5549,4
25,0,18.9,25.45,298.4012,46.3999,14,5484.3277,2.5549,4
25,1,20.17,25.45,296.602,45.4394,18,5513.3758,2.5549,4
25,2,21.44,25.45,294.888,44.448,20,5543.7569,2.5549,4
25,3,22.71,25.45,293.2563,43.4291,24,5574.0208,2.5549,4
25,4,23.98,25.45,291.7034,42.386,26,5605.2399,2.5549,4
25,5,25.25,25.45,290.226,41.322,26,5632.292,2.5549,4
25,6,26.52,25.45,288.8205,40.2398,24,5655.1176,2.5549,4
25,7,27.79,25.45,287.4834,39.1422,27,5674.6012,2.5549,4
25,8,29.06,25.45,286.211,38.0316,28,5696.5316,2.5549,4
25,9,30.33,25.45,285.0001,36.9105,30,5716.7356,2.5549,4
25,10,31.6,25.45,283.8473,35.7809,32,5738.6198,2.5549,4
25,11,32.87,25.45,282.7493,34.6449,34,5760.6106,2.5549,4
25,12,34.14,25.45,281.7031,33.5042,32,5783.0582,2.5549,4
25,13,35.41,25.45,280.7057,32.3606,32,5801.5147,2.5549,4
25,14,36.68,25.45,279.7544,31.2156,29,5816.3864,2.5549,4
25,15,37.95,25.45,278.8466,30.0706,28,5827.3074,2.5549,4
25,16,39.22,25.45,277.9797,28.9268,27,5837.5064,2.5549,4
25,17,40.49,25.45,277.1514,27.7856,23,5845.2011,2.5549,4
25,18,41.76,25.45,276.3596,26.6479,23,5851.7788,2.5549,4
25,19,43.03,25.45,275.6021,25.5147,17,5858.0592,2.5549,4
25,20,44.3,25.45,274.877,24.3869,14,5861.8721,2.5549,4
25,21,45.57,25.45,274.1825,23.2653,13,5866.1898,2.5549,4
26,0,18.9,26.72,299.7269,45.1239,13,5490.4965,2.5549,4
26,1,20.17,26.72,297.9521,44.2012,15,5515.7155,2.5549,4
26,2,21.44,26.72,296.2566,43.2475,17,5544.9577,2.5549,4
26,3,22.71,26.72,294.638,42.2658,21,5575.1015,2.5549,4
26,4,23.98,26.72,293.0934,41.2595,22,5605.8876,2.5549,4
26,5,25.25,26.72,291.6202,40.2316,23,5630.1664,2.5549,4
26,6,26.52,26.72,290.2152,39.1847,24,5654.3047,2.5549,4
26,7,27.79,26.72,288.8755,38.1216,22,5673.7158,2.5549,4
26,8,29.06,26.72,287.5978,37.0447,27,5695.3107,2.5549,4
26,9,30.33,26.72,286.3793,35.9564,28,5717.628,2.5549,4
26,10,31.6,26.72,285.2168,34.8586,29,5742.3818,2.5549,4
26,11,32.87,26.72,284.1076,33.7535,28,5766.3725,2.5549,4
26,12,34.14,26.72,283.0489,32.6427,30,5789.0299,2.5549,4
26,13,35.41,26.72,282.0378,31.528,25,5810.0549,2.5549,4
26,14,36.68,26.72,281.0719,30.411,24,5823.5557,2.5549,4
26,15,37.95,26.72,280.1488,29.293,23,5834.9791,2.5549,4
26,16,39.22,26.72,279.266,28.1754,20,5845.1222,2.5549,4
26,17,40.49,26.72,278.4215,27.0594,18,5852.041,2.5549,4
26,18,41.76,26.72,277.613,25.946,17,5857.9456,2.5549,4
26,19,43.03,26.72,276.8387,24.8363,14,5862.6712,2.5549,4
26,20,44.3,26.72,276.0967,23.7312,14,5866.1801,2.5549,4
26,21,45.57,26.72,275.3853,22.6315,10,5871.1597,2.5549,4
27,0,18.9,27.99,300.9712,43.8394,12,5491.225,2.5549,4
27,1,20.17,27.99,299.2229,42.953,14,5517.5226,2.5549,4
27,2,21.44,27.99,297.5483,42.0354,16,5545.7574,2.5549,4
27,3,22.71,27.99,295.9455,41.0898,19,5573.1458,2.5549,4
27,4,23.98,27.99,294.4122,40.1191,20,5601.3049,2.5549,4
27,5,25.25,27.99,292.9461,39.1263,20,5627.7361,2.5549,4
27,6,26.52,27.99,291.5448,38.1139,21,5652.8977,2.5549,4
27,7,27.79,27.99,290.2054,37.0846,21,5672.2012,2.5549,4
27,8,29.06,27.99,288.9255,36.0408,24,5693.6779,2.5549,4
27,9,30.33,27.99,287.7023,34.9847,25,5717.173,2.5549,4
27,10,31.6,27.99,286.5332,33.9184,27,5744.4398,2.5549,4
27,11,32.87,27.99,285.4156,32.8438,27,5770.5972,2.5549,4
27,12,34.14,27.99,284.3469,31.7628,26,5795.1322,2.5549,4
27,13,35.41,27.99,283.3248,30.6769,22,5815.1368,2.5549,4
27,14,36.68,27.99,282.3468,29.5878,22,5830.7059,2.5549,4
27,15,37.95,27.99,281.4106,28.4968,19,5841.6933,2.5549,4
27,16,39.22,27.99,280.5142,27.4054,18,5850.3551,2.5549,4
27,17,40.49,27.99,279.6554,26.3147,17,5856.9191,2.5549,4
27,18,41.76,27.99,278.8323,25.2257,15,5862.2327,2.5549,4
27,19,43.03,27.99,278.0431,24.1396,13,5866.3611,2.5549,4
27,20,44.3,27.99,277.2859,23.0573,12,5870.065,2.5549,4
27,21,45.57,27.99,276.5591,21.9796,9,5873.0523,2.5549,4
